ID_Aluno,First_Name,Last_Name,Email,Gender,Age,Parent_Education_Level,Family_Income_Level
S2177,Liam,Williams,student1177@university.com,Male,21,High School,Medium
S2178,Omar,Brown,student1178@university.com,Female,24,,Low
S2179,John,Williams,student1179@university.com,Male,21,,Low
S2180,Emma,Davis,student1180@university.com,Female,21,Bachelor's,Low
S2181,Liam,Smith,student1181@university.com,Female,20,PhD,High
S2182,Liam,Davis,student1182@university.com,Male,19,,Medium
S2183,Maria,Jones,student1183@university.com,Female,20,Master's,Medium
S2184,Liam,Williams,student1184@university.com,Male,18,High School,High
S2185,Maria,Williams,student1185@university.com,Male,19,PhD,Medium
S2186,Liam,Johnson,student1186@university.com,Male,21,PhD,Low
S2187,Ali,Smith,student1187@university.com,Female,23,,High
S2188,John,Jones,student1188@university.com,Male,23,High School,Low
S2189,Liam,Williams,student1189@university.com,Male,24,,Low
S2190,John,Williams,student1190@university.com,Female,22,,Low
S2191,John,Jones,student1191@university.com,Female,24,Bachelor's,Medium
S2192,Ahmed,Davis,student1192@university.com,Female,19,,High
S2193,Liam,Davis,student1193@university.com,Female,21,PhD,Medium
S2194,Sara,Smith,student1194@university.com,Female,19,Master's,Medium
S2195,Ahmed,Johnson,student1195@university.com,Female,19,,Medium
S2196,Sara,Williams,student1196@university.com,Male,23,Master's,Medium
S2197,John,Johnson,student1197@university.com,Female,20,,Medium
S2198,John,Davis,student1198@university.com,Male,18,,Low
S2199,Ahmed,Davis,student1199@university.com,Female,22,,Low
S2200,Ahmed,Brown,student1200@university.com,Male,21,,Low
S2201,Sara,Smith,student1201@university.com,Male,19,High School,Medium
S2202,Maria,Brown,student1202@university.com,Female,22,High School,Medium
S2203,Sara,Brown,student1203@university.com,Female,19,Bachelor's,Medium
S2204,Ahmed,Brown,student1204@university.com,Male,23,Master's,Low
S2205,Emma,Smith,student1205@university.com,Female,18,,Low
S2206,Ahmed,Smith,student1206@university.com,Female,23,,Medium
S2207,Emma,Jones,student1207@university.com,Male,22,Master's,Low
S2208,Ali,Johnson,student1208@university.com,Male,21,,Medium
S2209,Ahmed,Johnson,student1209@university.com,Male,19,PhD,High
S2210,Ali,Jones,student1210@university.com,Female,18,,Low
S2211,Maria,Jones,student1211@university.com,Female,23,,Low
S2212,Sara,Davis,student1212@university.com,Female,22,,High
S2213,Emma,Brown,student1213@university.com,Female,23,High School,Low
S2214,Sara,Jones,student1214@university.com,Male,19,,High
S2215,Ali,Williams,student1215@university.com,Female,19,,High
S2216,Emma,Johnson,student1216@university.com,Male,21,High School,Medium
S2217,Sara,Jones,student1217@university.com,Female,18,,Medium
S2218,Ahmed,Williams,student1218@university.com,Female,20,,Low
S2219,John,Williams,student1219@university.com,Male,23,,Low
S2220,Ali,Williams,student1220@university.com,Female,19,Master's,Medium
S2221,Sara,Davis,student1221@university.com,Female,22,High School,Medium
S2222,Ali,Davis,student1222@university.com,Male,23,High School,High
S2223,Omar,Williams,student1223@university.com,Female,21,Master's,Medium
S2224,Ali,Davis,student1224@university.com,Male,21,High School,Medium
S2225,Emma,Brown,student1225@university.com,Male,19,PhD,Low
S2226,Omar,Williams,student1226@university.com,Male,19,,Medium
S2227,Liam,Brown,student1227@university.com,Male,19,Bachelor's,Low
S2228,Emma,Brown,student1228@university.com,Female,24,,Medium
S2229,John,Williams,student1229@university.com,Female,20,High School,High
S2230,Omar,Johnson,student1230@university.com,Female,19,Bachelor's,Medium
S2231,Liam,Williams,student1231@university.com,Male,23,Master's,Low
S2232,Ahmed,Williams,student1232@university.com,Female,23,,Medium
S2233,Ali,Davis,student1233@university.com,Female,24,Master's,High
S2234,Sara,Williams,student1234@university.com,Female,24,Bachelor's,Medium
S2235,Maria,Johnson,student1235@university.com,Female,18,,Medium
S2236,Ali,Davis,student1236@university.com,Male,22,Master's,Medium
S2237,Liam,Smith,student1237@university.com,Male,19,Bachelor's,High
S2238,Ali,Smith,student1238@university.com,Female,23,,Low
S2239,John,Brown,student1239@university.com,Male,24,High School,High
S2240,Ahmed,Brown,student1240@university.com,Female,23,,High
S2241,Maria,Johnson,student1241@university.com,Female,23,Bachelor's,Medium
S2242,Omar,Jones,student1242@university.com,Female,24,,Medium
S2243,Omar,Smith,student1243@university.com,Male,20,,High
S2244,Omar,Brown,student1244@university.com,Female,24,,High
S2245,Liam,Smith,student1245@university.com,Male,24,Master's,High
S2246,Emma,Johnson,student1246@university.com,Male,22,High School,Medium
S2247,Emma,Johnson,student1247@university.com,Female,24,,Low
S2248,Sara,Jones,student1248@university.com,Male,21,Bachelor's,Low
S2249,Maria,Jones,student1249@university.com,Male,24,High School,High
S2250,Omar,Davis,student1250@university.com,Female,23,PhD,Medium
S2251,Emma,Johnson,student1251@university.com,Male,19,PhD,Low
S2252,Liam,Brown,student1252@university.com,Male,23,Bachelor's,Low
S2253,Sara,Smith,student1253@university.com,Female,22,,Low
S2254,Ahmed,Williams,student1254@university.com,Female,21,High School,Low
S2255,Sara,Jones,student1255@university.com,Male,24,High School,High
S2256,Emma,Williams,student1256@university.com,Female,20,High School,High
S2257,John,Brown,student1257@university.com,Female,18,Bachelor's,High
S2258,Liam,Jones,student1258@university.com,Male,24,PhD,Low
S2259,John,Williams,student1259@university.com,Male,19,PhD,Low
S2260,Omar,Brown,student1260@university.com,Female,18,Master's,Low
S2261,John,Smith,student1261@university.com,Male,20,,Low
S2262,Omar,Brown,student1262@university.com,Female,22,,Low
S2263,Omar,Davis,student1263@university.com,Female,22,PhD,High
S2264,Emma,Jones,student1264@university.com,Male,20,PhD,High
S2265,John,Johnson,student1265@university.com,Male,23,High School,Low
S2266,Omar,Smith,student1266@university.com,Female,20,,Low
S2267,Maria,Williams,student1267@university.com,Female,24,PhD,Low
S2268,Ahmed,Jones,student1268@university.com,Female,19,Master's,Medium
S2269,Sara,Johnson,student1269@university.com,Female,21,,Medium
S2270,Sara,Brown,student1270@university.com,Male,24,PhD,Medium
S2271,Emma,Johnson,student1271@university.com,Female,24,,High
S2272,John,Jones,student1272@university.com,Male,24,,Low
S2273,John,Jones,student1273@university.com,Male,18,,Low
S2274,Omar,Davis,student1274@university.com,Female,18,,Low
S2275,Liam,Davis,student1275@university.com,Male,22,PhD,Low
S2276,Ali,Johnson,student1276@university.com,Male,24,High School,Medium
S2277,Omar,Brown,student1277@university.com,Female,23,Master's,Low
S2278,Ahmed,Johnson,student1278@university.com,Male,22,High School,Medium
S2279,Maria,Jones,student1279@university.com,Male,19,Bachelor's,Medium
S2280,Sara,Jones,student1280@university.com,Female,20,Bachelor's,Medium
S2281,Omar,Williams,student1281@university.com,Female,18,Master's,Low
S2282,Ali,Davis,student1282@university.com,Female,24,High School,Medium
S2283,Ali,Williams,student1283@university.com,Female,19,,Low
S2284,Omar,Smith,student1284@university.com,Female,22,,High
S2285,Emma,Jones,student1285@university.com,Female,22,Master's,Medium
S2286,Sara,Williams,student1286@university.com,Female,18,,Low
S2287,Emma,Johnson,student1287@university.com,Male,22,High School,Medium
S2288,Maria,Davis,student1288@university.com,Male,23,,Low
S2289,Ali,Davis,student1289@university.com,Female,22,PhD,Low
S2290,Ali,Brown,student1290@university.com,Male,21,,Low
S2291,Ahmed,Johnson,student1291@university.com,Male,20,,Low
S2292,Maria,Brown,student1292@university.com,Female,22,,High
S2293,Ali,Williams,student1293@university.com,Male,21,,Medium
S2294,Maria,Smith,student1294@university.com,Female,19,Master's,Low
S2295,Sara,Johnson,student1295@university.com,Male,22,PhD,Medium
S2296,John,Johnson,student1296@university.com,Female,23,High School,Medium
S2297,Ali,Johnson,student1297@university.com,Male,19,Bachelor's,Low
S2298,Ahmed,Brown,student1298@university.com,Male,24,,Medium
S2299,Sara,Williams,student1299@university.com,Male,22,PhD,Medium
S2300,Omar,Johnson,student1300@university.com,Female,18,PhD,Low
S2301,Maria,Johnson,student1301@university.com,Male,21,PhD,Medium
S2302,Omar,Davis,student1302@university.com,Male,21,PhD,High
S2303,Emma,Smith,student1303@university.com,Female,18,Master's,Low
S2304,Sara,Davis,student1304@university.com,Female,20,,Medium
S2305,Omar,Davis,student1305@university.com,Male,24,,High
S2306,Liam,Smith,student1306@university.com,Male,23,High School,High
S2307,Liam,Williams,student1307@university.com,Male,21,High School,Medium
S2308,Ali,Davis,student1308@university.com,Male,19,PhD,Medium
S2309,Maria,Williams,student1309@university.com,Female,23,PhD,Medium
S2310,John,Davis,student1310@university.com,Male,21,Bachelor's,High
S2311,Sara,Jones,student1311@university.com,Male,24,,Low
S2312,Ali,Smith,student1312@university.com,Female,20,PhD,Medium
S2313,Ahmed,Davis,student1313@university.com,Male,24,High School,Low
S2314,Emma,Jones,student1314@university.com,Male,19,High School,Low
S2315,Maria,Brown,student1315@university.com,Male,24,,Medium
S2316,Sara,Jones,student1316@university.com,Female,23,Bachelor's,Medium
S2317,Liam,Johnson,student1317@university.com,Female,19,PhD,Low
S2318,Sara,Davis,student1318@university.com,Male,18,PhD,Low
S2319,John,Jones,student1319@university.com,Male,22,PhD,Low
S2320,Liam,Williams,student1320@university.com,Female,18,,High
S2321,John,Brown,student1321@university.com,Male,23,,Medium
S2322,Ahmed,Davis,student1322@university.com,Male,22,,Medium
S2323,Emma,Johnson,student1323@university.com,Female,18,PhD,High
S2324,Ahmed,Jones,student1324@university.com,Female,22,PhD,Medium
S2325,Ali,Brown,student1325@university.com,Female,21,High School,High
S2326,Ali,Davis,student1326@university.com,Male,24,PhD,High
S2327,Ahmed,Brown,student1327@university.com,Male,19,,Low
S2328,Emma,Johnson,student1328@university.com,Male,22,Bachelor's,Medium
S2329,Ahmed,Jones,student1329@university.com,Male,21,High School,Medium
S2330,Emma,Brown,student1330@university.com,Female,24,,Medium
S2331,Emma,Brown,student1331@university.com,Male,24,Master's,Medium
S2332,Omar,Smith,student1332@university.com,Male,20,High School,Low
S2333,Liam,Brown,student1333@university.com,Female,18,High School,High
S2334,Maria,Smith,student1334@university.com,Female,20,Master's,Low
S2335,Emma,Jones,student1335@university.com,Male,23,Master's,Medium
S2336,John,Davis,student1336@university.com,Female,21,,Low
S2337,Emma,Davis,student1337@university.com,Female,20,High School,Medium
S2338,Emma,Jones,student1338@university.com,Male,20,Bachelor's,High
S2339,Emma,Jones,student1339@university.com,Male,24,PhD,Medium
S2340,Omar,Williams,student1340@university.com,Male,21,Master's,Medium
S2341,Liam,Jones,student1341@university.com,Male,24,,Low
S2342,Omar,Brown,student1342@university.com,Female,19,Master's,Medium
S2343,Ali,Davis,student1343@university.com,Female,22,,High
S2344,Omar,Johnson,student1344@university.com,Male,23,PhD,High
S2345,John,Davis,student1345@university.com,Male,23,PhD,Medium
S2346,John,Smith,student1346@university.com,Female,18,Master's,Medium
S2347,Omar,Davis,student1347@university.com,Male,24,PhD,Low
S2348,Liam,Williams,student1348@university.com,Male,22,PhD,Medium
S2349,Ahmed,Jones,student1349@university.com,Male,18,Bachelor's,Medium
S2350,Maria,Jones,student1350@university.com,Male,23,Master's,Low
S2351,Liam,Davis,student1351@university.com,Female,22,,High
S2352,Omar,Johnson,student1352@university.com,Male,20,,Medium
S2353,Emma,Johnson,student1353@university.com,Female,19,,Medium
S2354,Sara,Williams,student1354@university.com,Male,20,Bachelor's,Low
S2355,Maria,Smith,student1355@university.com,Male,19,Master's,Low
S2356,Maria,Davis,student1356@university.com,Female,24,PhD,Medium
S2357,John,Jones,student1357@university.com,Male,21,Bachelor's,Medium
S2358,Maria,Davis,student1358@university.com,Female,18,,Medium
S2359,Omar,Williams,student1359@university.com,Male,18,Master's,Low
S2360,Emma,Brown,student1360@university.com,Male,21,Bachelor's,Medium
S2361,Emma,Brown,student1361@university.com,Male,22,Bachelor's,Medium
S2362,Ali,Williams,student1362@university.com,Male,21,Bachelor's,Medium
S2363,Emma,Jones,student1363@university.com,Male,24,High School,Medium
S2364,Liam,Williams,student1364@university.com,Female,23,,Medium
S2365,Emma,Jones,student1365@university.com,Female,21,Bachelor's,High
S2366,John,Johnson,student1366@university.com,Male,19,High School,High
S2367,Emma,Williams,student1367@university.com,Male,23,,Medium
S2368,Ali,Jones,student1368@university.com,Female,21,High School,Low
S2369,Sara,Williams,student1369@university.com,Female,18,PhD,Low
S2370,Omar,Williams,student1370@university.com,Male,20,,Medium
S2371,John,Jones,student1371@university.com,Male,19,Bachelor's,Low
S2372,Liam,Jones,student1372@university.com,Female,24,Bachelor's,Medium
S2373,Sara,Smith,student1373@university.com,Male,19,Bachelor's,Medium
S2374,John,Williams,student1374@university.com,Female,22,,Medium
S2375,Ahmed,Brown,student1375@university.com,Male,20,,Low
S2376,Maria,Williams,student1376@university.com,Female,19,,Low
S2377,Ahmed,Williams,student1377@university.com,Female,21,High School,High
S2378,Emma,Jones,student1378@university.com,Male,19,Master's,Low
S2379,Sara,Williams,student1379@university.com,Female,19,High School,High
S2380,Emma,Davis,student1380@university.com,Male,19,High School,Medium
S2381,Maria,Williams,student1381@university.com,Male,22,,Low
S2382,John,Davis,student1382@university.com,Male,19,,Low
S2383,Maria,Brown,student1383@university.com,Male,19,High School,Medium
S2384,Ali,Jones,student1384@university.com,Female,22,,Low
S2385,Maria,Williams,student1385@university.com,Male,23,,High
S2386,Ali,Davis,student1386@university.com,Male,20,PhD,Medium
S2387,Maria,Davis,student1387@university.com,Male,24,Master's,Medium
S2388,Omar,Davis,student1388@university.com,Male,23,High School,High
S2389,Ali,Johnson,student1389@university.com,Female,18,Bachelor's,Low
S2390,Sara,Smith,student1390@university.com,Male,22,,High
S2391,Emma,Brown,student1391@university.com,Female,22,,High
S2392,Liam,Williams,student1392@university.com,Female,19,Master's,Medium
S2393,Emma,Johnson,student1393@university.com,Female,19,,Low
S2394,Ahmed,Williams,student1394@university.com,Male,24,High School,Medium
S2395,Emma,Williams,student1395@university.com,Male,18,High School,High
S2396,John,Jones,student1396@university.com,Male,19,,Low
S2397,Omar,Jones,student1397@university.com,Male,21,High School,Low
S2398,Maria,Jones,student1398@university.com,Female,19,PhD,Medium
S2399,Ahmed,Johnson,student1399@university.com,Female,19,High School,Medium
S2400,John,Williams,student1400@university.com,Male,21,High School,Low
S2401,John,Smith,student1401@university.com,Male,18,Bachelor's,High
S2402,Ali,Brown,student1402@university.com,Male,21,Master's,High
S2403,Emma,Jones,student1403@university.com,Male,22,,Low
S2404,Sara,Jones,student1404@university.com,Male,21,PhD,High
S2405,Liam,Williams,student1405@university.com,Male,20,Master's,Low
S2406,Sara,Williams,student1406@university.com,Male,22,,Low
S2407,Ahmed,Johnson,student1407@university.com,Female,19,Master's,Low
S2408,Omar,Johnson,student1408@university.com,Female,24,,Medium
S2409,Sara,Jones,student1409@university.com,Female,22,Bachelor's,High
S2410,Maria,Williams,student1410@university.com,Female,18,Bachelor's,Low
S2411,Sara,Smith,student1411@university.com,Male,18,,Medium
S2412,Ahmed,Brown,student1412@university.com,Male,21,PhD,Low
S2413,Liam,Williams,student1413@university.com,Male,22,High School,Low
S2414,Sara,Williams,student1414@university.com,Male,19,High School,High
S2415,Maria,Davis,student1415@university.com,Male,18,,Medium
S2416,Ali,Johnson,student1416@university.com,Female,23,PhD,Medium
S2417,Omar,Brown,student1417@university.com,Male,19,,Medium
S2418,Ahmed,Jones,student1418@university.com,Female,23,,Low
S2419,Ali,Williams,student1419@university.com,Male,20,,Low
S2420,Ali,Jones,student1420@university.com,Female,23,,Low
S2421,Ali,Williams,student1421@university.com,Male,18,Master's,High
S2422,John,Jones,student1422@university.com,Female,21,,Medium
S2423,Omar,Brown,student1423@university.com,Male,20,PhD,Medium
S2424,Liam,Johnson,student1424@university.com,Male,22,,Medium
S2425,Emma,Brown,student1425@university.com,Male,19,,High
S2426,Omar,Davis,student1426@university.com,Male,18,,Low
S2427,John,Smith,student1427@university.com,Female,20,,Low
S2428,Emma,Johnson,student1428@university.com,Male,20,High School,Low
S2429,Omar,Brown,student1429@university.com,Female,18,Master's,High
S2430,Ali,Davis,student1430@university.com,Male,22,PhD,Medium
S2431,Ahmed,Smith,student1431@university.com,Female,22,,Medium
S2432,Emma,Davis,student1432@university.com,Male,21,Master's,Low
S2433,Maria,Williams,student1433@university.com,Male,24,PhD,Low
S2434,Maria,Williams,student1434@university.com,Female,23,,Low
S2435,Sara,Jones,student1435@university.com,Male,22,,High
S2436,Emma,Johnson,student1436@university.com,Male,21,Master's,High
S2437,Ahmed,Williams,student1437@university.com,Female,23,Bachelor's,Medium
S2438,Liam,Davis,student1438@university.com,Male,20,Master's,Low
S2439,John,Johnson,student1439@university.com,Female,18,Bachelor's,High
S2440,Ali,Williams,student1440@university.com,Male,22,PhD,Medium
S2441,Sara,Jones,student1441@university.com,Female,21,,Low
S2442,Maria,Brown,student1442@university.com,Female,20,,Low
S2443,John,Jones,student1443@university.com,Female,22,Master's,Medium
S2444,John,Smith,student1444@university.com,Female,19,Master's,High
S2445,Ali,Williams,student1445@university.com,Male,24,,Medium
S2446,Liam,Smith,student1446@university.com,Male,20,,Low
S2447,Liam,Smith,student1447@university.com,Female,22,PhD,Low
S2448,Emma,Davis,student1448@university.com,Male,20,PhD,Low
S2449,Maria,Johnson,student1449@university.com,Male,18,PhD,High
S2450,Liam,Davis,student1450@university.com,Male,18,PhD,Low
S2451,Ahmed,Williams,student1451@university.com,Female,24,High School,Low
S2452,Liam,Smith,student1452@university.com,Male,18,High School,Medium
S2453,John,Brown,student1453@university.com,Male,23,PhD,Low
S2454,Ali,Smith,student1454@university.com,Female,19,Master's,Low
S2455,Ahmed,Brown,student1455@university.com,Male,18,,Medium
S2456,Emma,Davis,student1456@university.com,Female,19,High School,Medium
S2457,Maria,Davis,student1457@university.com,Female,18,High School,Low
S2458,Emma,Johnson,student1458@university.com,Female,23,,High
S2459,John,Smith,student1459@university.com,Male,20,,Medium
S2460,Ahmed,Jones,student1460@university.com,Male,22,Master's,High
S2461,Ahmed,Davis,student1461@university.com,Female,22,,Medium
S2462,Ahmed,Davis,student1462@university.com,Female,18,Bachelor's,Medium
S2463,John,Johnson,student1463@university.com,Female,22,Bachelor's,High
S2464,John,Brown,student1464@university.com,Female,18,,Medium
S2465,Emma,Johnson,student1465@university.com,Female,18,Bachelor's,Low
S2466,Sara,Smith,student1466@university.com,Female,24,,Medium
S2467,Emma,Williams,student1467@university.com,Male,21,PhD,Low
S2468,Maria,Williams,student1468@university.com,Female,21,PhD,Low
S2469,Ali,Brown,student1469@university.com,Female,24,Bachelor's,High
S2470,Ahmed,Davis,student1470@university.com,Female,21,High School,Medium
S2471,Sara,Brown,student1471@university.com,Male,19,,Low
S2472,Ali,Davis,student1472@university.com,Male,21,,Low
S2473,Sara,Davis,student1473@university.com,Male,18,High School,Medium
S2474,Liam,Williams,student1474@university.com,Male,23,,Low
S2475,Liam,Brown,student1475@university.com,Female,23,High School,Low
S2476,Omar,Johnson,student1476@university.com,Male,20,PhD,Low
S2477,Liam,Davis,student1477@university.com,Female,21,Bachelor's,Medium
S2478,Emma,Jones,student1478@university.com,Female,23,,Medium
S2479,Liam,Jones,student1479@university.com,Female,21,,Low
S2480,John,Johnson,student1480@university.com,Female,20,,High
S2481,Ahmed,Jones,student1481@university.com,Female,23,Master's,High
S2482,Emma,Smith,student1482@university.com,Female,18,Bachelor's,Medium
S2483,Ali,Davis,student1483@university.com,Male,19,,Low
S2484,Omar,Johnson,student1484@university.com,Male,24,Bachelor's,Medium
S2485,Omar,Brown,student1485@university.com,Male,24,,Medium
S2486,Omar,Davis,student1486@university.com,Male,24,PhD,Low
S2487,Ali,Johnson,student1487@university.com,Male,21,Bachelor's,Medium
S2488,Ali,Williams,student1488@university.com,Female,23,High School,Medium
S2489,Ali,Brown,student1489@university.com,Male,23,Bachelor's,High
S2490,Ali,Williams,student1490@university.com,Male,20,High School,Low
S2491,Omar,Davis,student1491@university.com,Male,18,,Low
S2492,Omar,Brown,student1492@university.com,Female,22,High School,Low
S2493,Sara,Jones,student1493@university.com,Female,23,Master's,High
S2494,Emma,Johnson,student1494@university.com,Female,19,PhD,Low
S2495,Ahmed,Davis,student1495@university.com,Male,20,High School,Medium
S2496,Liam,Smith,student1496@university.com,Male,23,PhD,High
S2497,Liam,Brown,student1497@university.com,Male,23,,High
S2498,John,Brown,student1498@university.com,Male,20,,Medium
S2499,Omar,Davis,student1499@university.com,Male,20,Bachelor's,High
S2500,John,Davis,student1500@university.com,Female,21,High School,Medium
S2501,Emma,Williams,student1501@university.com,Male,23,,High
S2502,Emma,Jones,student1502@university.com,Female,22,High School,Low
S2503,John,Williams,student1503@university.com,Male,19,Master's,Medium
S2504,Omar,Williams,student1504@university.com,Female,18,PhD,Medium
S2505,John,Jones,student1505@university.com,Female,18,High School,Medium
S2506,Liam,Smith,student1506@university.com,Female,22,,Medium
S2507,Sara,Williams,student1507@university.com,Female,20,,Low
S2508,Liam,Williams,student1508@university.com,Male,20,Bachelor's,Low
S2509,Maria,Brown,student1509@university.com,Male,20,PhD,Medium
S2510,Omar,Jones,student1510@university.com,Male,23,,Low
S2511,Omar,Johnson,student1511@university.com,Female,20,PhD,Low
S2512,Ahmed,Smith,student1512@university.com,Male,20,PhD,High
S2513,Ali,Smith,student1513@university.com,Male,23,High School,Low
S2514,Maria,Jones,student1514@university.com,Male,23,Bachelor's,Low
S2515,Emma,Davis,student1515@university.com,Male,22,Bachelor's,Low
S2516,Omar,Davis,student1516@university.com,Female,21,Bachelor's,Medium
S2517,John,Brown,student1517@university.com,Female,23,,High
S2518,Maria,Brown,student1518@university.com,Male,19,,Low
S2519,Ahmed,Jones,student1519@university.com,Male,20,,Medium
S2520,Emma,Brown,student1520@university.com,Male,21,Bachelor's,Low
S2521,Ali,Smith,student1521@university.com,Female,18,PhD,Medium
S2522,Ali,Smith,student1522@university.com,Female,22,PhD,Medium
S2523,Ahmed,Johnson,student1523@university.com,Female,21,High School,Medium
S2524,Ahmed,Davis,student1524@university.com,Male,23,,High
S2525,John,Jones,student1525@university.com,Female,20,Bachelor's,High
S2526,Omar,Williams,student1526@university.com,Female,20,Master's,High
S2527,Ali,Davis,student1527@university.com,Female,20,,Medium
S2528,Emma,Williams,student1528@university.com,Female,21,High School,Medium
S2529,Maria,Johnson,student1529@university.com,Female,20,Bachelor's,Low
S2530,Emma,Johnson,student1530@university.com,Male,23,,Low
S2531,Sara,Brown,student1531@university.com,Male,21,,Medium
S2532,Sara,Johnson,student1532@university.com,Male,20,High School,Medium
S2533,Ahmed,Johnson,student1533@university.com,Male,18,High School,Low
S2534,John,Williams,student1534@university.com,Female,18,Master's,Low
S2535,Sara,Brown,student1535@university.com,Male,19,High School,Medium
S2536,Ali,Johnson,student1536@university.com,Male,20,,Low
S2537,Emma,Davis,student1537@university.com,Male,20,,Medium
S2538,Emma,Johnson,student1538@university.com,Female,21,Master's,Medium
S2539,Ahmed,Brown,student1539@university.com,Male,21,,High
S2540,Omar,Jones,student1540@university.com,Female,24,Bachelor's,Medium
S2541,Omar,Brown,student1541@university.com,Female,20,,Low
S2542,Maria,Williams,student1542@university.com,Female,19,,Low
S2543,Ahmed,Jones,student1543@university.com,Male,20,Bachelor's,Low
S2544,Liam,Davis,student1544@university.com,Female,23,Master's,Low
S2545,Maria,Smith,student1545@university.com,Male,21,,Medium
S2546,Liam,Brown,student1546@university.com,Male,20,PhD,Medium
S2547,Omar,Williams,student1547@university.com,Male,21,,Medium
S2548,Ahmed,Davis,student1548@university.com,Female,20,PhD,Medium
S2549,Liam,Jones,student1549@university.com,Female,22,,Medium
S2550,Ahmed,Davis,student1550@university.com,Male,21,Bachelor's,High
S2551,Ahmed,Brown,student1551@university.com,Female,19,Master's,High
S2552,Omar,Johnson,student1552@university.com,Female,22,PhD,Low
S2553,Maria,Brown,student1553@university.com,Female,23,Master's,Medium
S2554,Maria,Smith,student1554@university.com,Male,20,,Low
S2555,Ahmed,Brown,student1555@university.com,Female,24,,Medium
S2556,Sara,Jones,student1556@university.com,Female,23,,Low
S2557,John,Jones,student1557@university.com,Male,21,PhD,Medium
S2558,Omar,Brown,student1558@university.com,Female,22,Bachelor's,Low
S2559,John,Jones,student1559@university.com,Male,23,PhD,Low
S2560,John,Johnson,student1560@university.com,Female,19,PhD,Low
S2561,Maria,Davis,student1561@university.com,Female,24,,High
S2562,Maria,Brown,student1562@university.com,Female,21,PhD,Low
S2563,Sara,Johnson,student1563@university.com,Female,22,Bachelor's,High
S2564,John,Davis,student1564@university.com,Female,23,,High
S2565,John,Davis,student1565@university.com,Female,22,,Low
S2566,Ahmed,Johnson,student1566@university.com,Male,22,PhD,Medium
S2567,Maria,Williams,student1567@university.com,Female,23,,High
S2568,John,Brown,student1568@university.com,Female,18,,Medium
S2569,Emma,Davis,student1569@university.com,Female,20,,Low
S2570,Sara,Davis,student1570@university.com,Male,21,,High
S2571,Liam,Jones,student1571@university.com,Male,21,Bachelor's,Low
S2572,Emma,Davis,student1572@university.com,Male,24,High School,Low
S2573,Emma,Johnson,student1573@university.com,Female,24,Bachelor's,Low
S2574,Liam,Davis,student1574@university.com,Female,24,,Medium
S2575,Omar,Williams,student1575@university.com,Male,21,,Low
S2576,Omar,Brown,student1576@university.com,Male,22,,High
S2577,Sara,Brown,student1577@university.com,Male,24,,Low
S2578,Emma,Davis,student1578@university.com,Female,23,Bachelor's,Low
S2579,John,Smith,student1579@university.com,Male,20,PhD,High
S2580,Maria,Smith,student1580@university.com,Female,19,Bachelor's,High
S2581,Sara,Johnson,student1581@university.com,Female,21,Bachelor's,Medium
S2582,Ahmed,Smith,student1582@university.com,Female,23,Bachelor's,Medium
S2583,Liam,Johnson,student1583@university.com,Male,20,Master's,Medium
S2584,Emma,Jones,student1584@university.com,Female,20,PhD,Medium
S2585,Sara,Johnson,student1585@university.com,Male,18,High School,Medium
S2586,Ali,Smith,student1586@university.com,Male,23,,High
S2587,Ali,Davis,student1587@university.com,Male,21,Bachelor's,High
S2588,Omar,Jones,student1588@university.com,Male,24,,High
S2589,Liam,Smith,student1589@university.com,Female,22,High School,Low
S2590,Maria,Johnson,student1590@university.com,Female,24,High School,Low
S2591,John,Williams,student1591@university.com,Female,20,Master's,Low
S2592,Maria,Brown,student1592@university.com,Female,20,,High
S2593,Maria,Smith,student1593@university.com,Male,19,Bachelor's,Low
S2594,Maria,Johnson,student1594@university.com,Male,24,Bachelor's,Low
S2595,Liam,Jones,student1595@university.com,Male,18,PhD,High
S2596,Maria,Smith,student1596@university.com,Male,20,High School,Low
S2597,Ahmed,Smith,student1597@university.com,Female,20,Master's,Low
S2598,Liam,Brown,student1598@university.com,Male,22,High School,High
S2599,Ahmed,Johnson,student1599@university.com,Female,22,PhD,Low
S2600,Liam,Williams,student1600@university.com,Male,19,,High
S2601,Omar,Jones,student1601@university.com,Male,23,Bachelor's,Low
S2602,Sara,Johnson,student1602@university.com,Male,19,High School,Low
S2603,Ali,Jones,student1603@university.com,Male,19,Bachelor's,Low
S2604,Maria,Smith,student1604@university.com,Female,22,PhD,High
S2605,Omar,Brown,student1605@university.com,Female,24,,Medium
S2606,Sara,Brown,student1606@university.com,Female,24,Master's,Low
S2607,Ali,Davis,student1607@university.com,Female,24,,Medium
S2608,Emma,Williams,student1608@university.com,Male,23,Master's,Low
S2609,John,Brown,student1609@university.com,Male,22,High School,Medium
S2610,Ahmed,Smith,student1610@university.com,Female,18,,Low
S2611,Emma,Williams,student1611@university.com,Female,21,High School,High
S2612,Liam,Johnson,student1612@university.com,Male,21,,Medium
S2613,Ali,Brown,student1613@university.com,Male,18,High School,High
S2614,Emma,Williams,student1614@university.com,Female,24,PhD,Medium
S2615,John,Smith,student1615@university.com,Female,21,PhD,Medium
S2616,Omar,Davis,student1616@university.com,Female,23,,Medium
S2617,Ali,Jones,student1617@university.com,Male,22,,Medium
S2618,Emma,Jones,student1618@university.com,Female,21,,Low
S2619,Ahmed,Smith,student1619@university.com,Female,23,Master's,Medium
